split_point,total_throughput,total_elapsed_time,first_throughput,first_elapsed_time,second_throughput,second_elapsed_time
3,0.004453707504827607,224.53203289979137,0.2235093130181333,4.4740865000057966,0.004544257621050736,220.05794639978558
4,0.0065510478777721405,152.64733500010334,0.11969761843889049,8.35438510007225,0.006930345527573031,144.2929499000311
5,0.006619364428100656,151.07190590002574,0.09247154306151681,10.814137700013816,0.007129729874027149,140.25776820001192
6,0.006864734371532915,145.67206040001474,0.06518749079445639,15.340366499964148,0.007672730784630827,130.3316939000506
7,0.007530377745257698,132.79546310007572,0.060840801008856964,16.436338500119746,0.008594083218123303,116.35912459995598
8,0.008292645048855749,120.5887861000374,0.04117908332855872,24.284173399908468,0.010383718619104745,96.30461270012893
9,0.008774039650146734,113.97258729999885,0.034457509345763665,29.02125020022504,0.011771445090093379,84.95133709977381
10,0.00900899909099386,111.00012219999917,0.02760440775813048,36.22609869996086,0.013373628342996517,74.77402350003831
11,0.009578633003132792,104.39903059997596,0.02441158236429497,40.96416139998473,0.015764200551077013,63.434869199991226
12,0.009476861476962648,105.52016640012152,0.02096118323198704,47.70723049994558,0.017297166878476357,57.812935900175944
13,0.009071978058233326,110.2295434998814,0.016384036198642475,61.0350213998463,0.020327466500569713,49.1945221000351
14,0.011025640626729054,90.69767770008184,0.017020792828624405,58.751669799908996,0.03130281577356617,31.946007900172845
15,0.011865809066906907,84.27575349994004,0.01715380661365493,58.29609850002453,0.03849165818419267,25.97965499991551
16,0.012027245743122807,83.14455540012568,0.016411206220199356,60.93397319992073,0.04502358339759199,22.210582200204954
17,0.011799771777781179,84.74740180000663,0.014489108835332333,69.01735720015131,0.06357261059572569,15.730044599855319
18,0.010442919502741486,95.75866209995002,0.012593499825530341,79.40604389994405,0.06115228691633217,16.352618200005963
19,0.011865209229808223,84.28001399990171,0.013304966152078103,75.15990559989586,0.10964781953681152,9.120108400005847
20,0.012978739714675848,77.04908349993639,0.013575932127028447,73.65976720000617,0.29504475578764655,3.389316299930215
21,0.012557494488509102,79.63372000004165,0.01264278543786457,79.09649379993789,1.8614133112027302,0.5372262001037598
22,0.011773853862064329,84.93395720003173,0.011813046494639722,84.65216830000281,3.5487558235877654,0.2817889000289142
23,0.01090698537705656,91.68436239985749,0.010942785775893162,91.38440799992532,3.3338400777788717,0.2999543999321759
24,0.011015893946602422,90.77792549994774,0.01104546496737629,90.53489399980754,4.114692948951471,0.24303150014020503
25,0.011864810263640817,84.28284800006077,0.011904912572744357,83.99893690017052,3.5222293189191096,0.283911099890247
26,0.011252614843232528,88.86823320016265,0.011283260760798339,88.62686250009574,4.143004928613104,0.2413707000669092
27,0.011111495358974913,89.99688769993372,0.011142425312777975,89.7470677997917,4.002883675125459,0.24981990014202893
28,0.010604824612148287,94.29670329997316,0.01063570836021982,94.02288649999537,3.652076863366663,0.2738167999777943
29,0.010234281462104311,97.71081670001149,0.010259208547604825,97.47340600006282,4.212110070086201,0.23741069994866848
30,0.010791484545298321,92.66565650003031,0.010817896041522048,92.43941670004278,4.42008877330665,0.22623979998752475
31,0.01055719053770012,94.7221702998504,0.01058075698065022,94.51119629992172,4.739920560533699,0.21097399992868304
32,0.01089939522720638,91.74820980010554,0.010924002382878276,91.54153990000486,4.8386339738532556,0.2066699001006782
33,0.01107551746219564,90.28923510015011,0.011102018274420743,90.07371230004355,4.639880325912602,0.21552280010655522
34,0.01095979618293331,91.24257270013914,0.010981584855151728,91.06153740012087,5.523784587310339,0.18103530001826584
35,0.01073336959560048,93.1673870999366,0.0107512722641794,93.0122477998957,6.445819980729328,0.1551393000409007
36,0.01031853129666369,96.91301709995605,0.010336963509532374,96.74020799994469,5.78673229554602,0.17280910001136363
37,0.010079053300805212,99.21566740004346,0.01009543124333166,99.05470860004425,6.212769975949902,0.16095879999920726
38,0.010000036170138489,99.99963829992339,0.01001411128478637,99.85908599989489,7.1147892976294775,0.14055230002850294
39,0.009821304198641643,101.81947119999677,0.009834046279717058,101.68754260009155,7.579857595080966,0.13192859990522265
40,0.009009746030574686,110.99091990012676,0.00902002313985307,110.86446060007438,7.907682547553547,0.1264593000523746
41,0.009235430906873739,108.27865100000054,0.009244772102178486,108.16924299998209,9.140099442740812,0.10940800001844764
42,0.009587055438092667,104.30731380009092,0.009596226386060327,104.20762910018675,10.031629738177422,0.09968469990417361
43,0.00940203395027231,106.35996480006725,0.009410513218334018,106.26413000002503,10.434622909001048,0.09583480004221201
44,0.00883750554989397,113.15410150005482,0.008845007251200653,113.05813229992054,10.420009738549751,0.09596920013427734
45,0.008907310204009481,112.26733740000054,0.008914771020754254,112.17338030016981,10.6431552464002,0.09395709983073175
46,0.009206119729044457,108.62339720013551,0.009212698816842719,108.54582570004277,12.891332497172229,0.07757150009274483
47,0.009092201100945389,109.98436890006997,0.009098578737855436,109.90727550000884,12.971278983765911,0.07709340006113052
48,0.008968236272075021,111.50464479997754,0.008974538969094883,111.42633659997955,12.770054732782146,0.07830819999799132
49,0.008496916118220768,117.68975779996254,0.008501654783766015,117.62415970000438,15.244343977004696,0.06559809995815158
50,0.008484740450969433,117.85864349990152,0.008488971379656967,117.79990240000188,17.023855557839468,0.05874109989963472
51,0.008596630923783119,116.32464029989205,0.008600913352665465,116.26672179996967,17.265640535237647,0.05791849992237985
52,0.00866910979460224,115.35209770011716,0.008673082114280202,115.29926580004394,18.927958271691583,0.052831900073215365
53,0.008160944560008857,122.53483559982851,0.008164122805605077,122.4871334999334,20.96343771446047,0.047702099895104766
54,0.008209629352070251,121.8081788001582,0.008212633092871593,121.7636279000435,22.446235596259836,0.0445509001147002
55,0.008213190164768068,121.7553691000212,0.008215580459249904,121.7199448000174,28.229209889618676,0.035424300003796816
56,0.008449001701543274,118.35717819980346,0.008450802145162094,118.33196219988167,39.65736052910247,0.025215999921783805
